0;-0.0;-0.0
1;-0.0;-0.0
2;-0.0;-0.0
3;-0.0;-0.0
4;-0.0;-0.0
5;-0.0;-0.0
6;-0.0;-0.0
7;-0.0;-0.0
8;-0.0;-0.0
9;-0.0;-0.0
10;-0.0;-0.0
11;-0.0;-0.0
12;-0.0;-0.0
13;-0.0;-0.0
14;-0.0;0.1
15;-0.0;0.2
16;-0.0;0.3
17;-0.0;0.3
18;-0.0;0.4
19;-0.0;0.4
20;-0.0;0.4
21;-0.0;0.4
22;-0.0;0.4
23;-1.0;0.4
24;-1.0;0.4
25;-1.0;0.4
26;-1.0;0.4
27;-1.0;0.4
28;-1.0;0.4
29;-1.0;0.4
30;-0.3;0.4
31;-0.0;0.4
32;-0.0;0.4
33;-0.0;0.4
34;-0.0;0.4
35;-0.0;0.4
36;-0.0;0.4
37;-0.0;0.4
38;-0.8;0.4
39;-1.0;0.4
40;-0.0;0.4
41;-0.0;0.4
42;-0.0;0.4
43;-0.0;0.5
44;-0.0;0.5
45;-0.0;0.6
46;-0.0;0.7
47;-0.0;0.7
48;-0.0;0.7
49;-0.0;0.7
50;-0.0;0.7
51;-0.0;0.7
52;-0.0;0.7
53;-0.0;0.7
54;-0.0;0.7
55;-0.0;0.7
56;-0.0;0.7
57;-0.0;0.7
58;-0.0;0.7
59;-0.0;0.7
60;-0.0;0.7
61;-0.0;0.7
62;-0.0;0.7
63;-0.0;0.7
64;-0.0;0.7
65;-0.0;0.7
66;-0.0;0.7
67;-0.0;0.7
68;-0.0;0.7
69;-0.0;0.7
70;-0.0;0.7
71;-0.0;0.7
72;0.1;0.7
73;0.1;0.7
74;0.1;0.7
75;0.2;0.7
76;0.5;0.7
77;0.7;0.7
78;0.7;0.7
79;0.7;0.7
80;0.7;0.7
81;0.7;0.7
82;-0.0;0.7
83;-0.0;0.7
84;-0.0;0.7
85;-0.0;0.7
86;-0.0;0.7
87;-0.0;0.7
88;-0.0;0.7
89;-0.0;0.7
90;-0.0;0.7
91;-0.0;0.7
92;-0.0;0.7
93;-0.0;0.7
94;-0.0;0.7
95;-0.0;0.7
96;-0.0;0.7
97;-0.0;0.7
98;-0.0;0.7
99;-0.0;0.7
100;-0.0;0.7
101;-0.0;0.7
102;-0.0;0.7
103;-0.6;0.7
104;-1.0;0.7
105;-1.0;0.7
106;-1.0;0.7
107;-1.0;0.7
108;-1.0;0.7
109;-1.0;0.7
110;-1.0;0.7
111;-1.0;0.7
112;-1.0;0.7
113;-1.0;0.7
114;-1.0;0.7
115;-1.0;0.7
116;-1.0;0.7
117;-1.0;0.7
118;-1.0;0.7
119;-0.0;0.7
120;-0.0;0.7
121;-0.0;0.7
122;-0.0;0.7
123;-0.0;0.7
124;-0.0;0.7
125;-0.0;0.7
126;-0.3;0.7
127;-1.0;0.7
128;-1.0;0.7
129;-0.0;0.7
130;-0.0;0.7
131;1.0;0.6
132;1.0;0.6
133;1.0;0.6
134;1.0;0.6
135;1.0;0.6
136;1.0;0.6
137;1.0;0.6
138;1.0;0.6
139;1.0;0.6
140;1.0;0.6
141;1.0;0.6
142;0.5;0.6
143;-0.0;0.6
144;-1.0;0.6
145;-1.0;0.6
146;-0.0;0.6
147;-0.0;0.6
148;-0.0;0.6
149;-1.0;0.6
150;-1.0;0.6
151;-1.0;0.6
152;-1.0;0.6
153;-0.0;0.6
154;-0.0;0.6
155;-1.0;0.6
156;-1.0;0.6
157;-1.0;0.6
158;-0.1;0.6
159;-1.0;0.6
160;-1.0;0.6
161;-0.0;0.6
162;-0.0;0.6
163;-0.9;0.6
164;-1.0;0.6
165;-1.0;0.6
166;-0.3;0.6
167;-1.0;0.6
168;-1.0;0.6
169;-0.9;0.6
170;-0.0;0.6
171;-0.0;0.6
172;-0.0;0.6
173;-0.0;0.6
174;-0.0;0.6
175;-0.0;0.6
176;-0.0;0.6
177;-1.0;0.6
178;-1.0;0.6
179;-1.0;0.6
180;-1.0;0.6
181;-0.0;0.6
182;-0.6;0.6
183;-1.0;0.6
184;-1.0;0.6
185;-0.0;0.6
186;-1.0;0.6
187;-1.0;0.6
188;-1.0;0.6
189;-1.0;0.6
190;-0.0;0.6
191;-0.9;0.6
192;-1.0;0.6
193;-0.1;0.6
194;-0.0;0.6
195;-0.0;0.6
196;-0.0;0.6
197;-0.0;0.6
198;-0.0;0.6
199;-0.0;0.6
200;-1.0;0.6
201;-1.0;0.6
202;-1.0;0.6
203;-0.2;0.6
204;-0.0;0.6
205;-0.0;0.6
206;-1.0;0.6
207;-1.0;0.6
208;-0.2;0.6
209;-1.0;0.6
210;-1.0;0.6
211;-1.0;0.6
212;-1.0;0.6
213;-1.0;0.6
214;-1.0;0.6
215;-0.4;0.6
216;-0.8;0.6
217;-1.0;0.6
218;-1.0;0.6
219;-1.0;0.6
220;-1.0;0.6
221;-1.0;0.6
222;-1.0;0.6
223;-0.0;0.6
224;-0.0;0.6
225;-0.0;0.6
226;-0.0;0.6
227;-0.0;0.6
228;-0.0;0.6
229;-0.0;0.6
230;-1.0;0.6
231;-1.0;0.6
232;-1.0;0.6
233;-0.7;0.7
234;-0.7;0.7
235;-0.7;0.7
236;-0.6;0.7
237;-0.0;0.7
238;-0.0;0.7
239;-0.0;0.7
240;-0.0;0.7
241;-0.0;0.7
242;-0.0;0.7
243;-0.4;0.7
244;-0.9;0.7
245;-1.0;0.7
246;-1.0;0.7
247;-1.0;0.7
248;-1.0;0.7
249;-1.0;0.7
250;-0.0;0.7
251;-0.0;0.7
252;-0.0;0.7
253;-0.0;0.7
254;-0.0;0.7
255;-0.0;0.7
256;-0.0;0.7
257;-0.0;0.7
258;-0.0;0.7
259;-0.0;0.7
260;-0.0;0.7
261;-0.0;0.7
262;-0.0;0.7
263;-0.0;0.7
264;-0.0;0.7
265;-0.0;0.7
266;-0.0;0.7
267;-0.0;0.7
268;-0.0;0.7
269;-0.0;0.7
270;-0.0;0.7
271;-0.0;0.7
272;-0.0;0.7
273;-0.0;0.7
274;-0.0;0.7
275;0.1;0.7
276;0.2;0.7
277;-0.0;0.7
278;-0.0;0.7
279;-0.0;0.7
280;-0.0;0.7
281;-0.0;0.7
282;-0.0;0.7
283;-0.0;0.7
284;-0.0;0.7
285;-0.0;0.7
286;-0.0;0.7
287;-0.0;0.7
288;-0.0;0.7
289;-0.0;0.7
290;-0.0;0.7
291;-0.0;0.7
292;-0.0;0.7
293;-0.0;0.7
294;-0.0;0.7
295;-0.0;0.7
296;-0.0;0.7
297;-0.7;0.7
298;-0.0;0.7
299;-0.0;0.7
300;-0.0;0.7
301;-0.0;0.7
302;-0.0;0.7
303;-1.0;0.7
304;-0.0;0.7
305;-0.0;0.7
306;-0.0;0.7
307;-0.0;0.7
308;-0.8;0.7
309;-1.0;0.7
310;-1.0;0.7
311;-0.0;0.7
312;-0.0;0.7
313;-0.0;0.7
314;-0.0;0.7
315;-0.0;0.7
316;-0.0;0.7
317;-0.0;0.7
318;-0.0;0.7
319;-0.0;0.7
320;-0.0;0.7
321;-0.0;0.7
322;-0.0;0.7
323;-0.0;0.7
324;-0.0;0.7
325;-0.0;0.7
326;-0.0;0.7
327;0.2;0.7
328;-0.0;0.7
329;-0.0;0.7
330;-0.0;0.7
331;-0.0;0.7
332;-0.0;0.7
333;-0.0;0.7
334;-0.0;0.7
335;0.8;0.7
336;-0.0;0.7
337;-0.0;0.7
338;-0.0;0.7
339;-0.0;0.7
340;-0.0;0.7
341;-0.0;0.7
342;-0.0;0.7
343;-1.0;0.7
344;-1.0;0.7
345;-0.3;0.7
346;-0.0;0.7
347;-0.0;0.7
348;-0.1;0.7
349;-0.0;0.7
350;-0.0;0.7
351;-0.4;0.7
352;-1.0;0.7
353;-1.0;0.7
354;-1.0;0.7
355;-1.0;0.7
356;-1.0;0.7
357;-1.0;0.7
358;-1.0;0.7
359;-1.0;0.7
360;-1.0;0.7
361;-1.0;0.7
362;-1.0;0.7
363;-1.0;0.7
364;-1.0;0.7
365;-1.0;0.7
366;-1.0;0.7
367;-0.0;0.7
368;-0.0;0.7
369;-0.3;0.7
370;-1.0;0.7
371;-1.0;0.7
372;-1.0;0.7
373;-1.0;0.7
374;-1.0;0.7
375;-0.5;0.7
376;-0.5;0.7
377;-1.0;0.7
378;-1.0;0.7
379;-0.4;0.7
380;-0.0;0.7
381;-0.0;0.7
382;-0.0;0.7
383;-0.0;0.7
384;0.3;0.7
385;1.0;0.7
386;1.0;0.7
387;0.1;0.7
388;-0.0;0.7
389;-0.0;0.7
